,transaction_id,timestamp,merchant_category,merchant_type,amount,currency,country,city,city_size,card_type,card_present,device,channel,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,num_transac_last_hour,total_amount_last_hour,unique_merchants_last_hour,unique_countries_last_hour,max_single_amount_last_hour,is_fraud
603,TX_76ec60bb,2024-10-11 05:44:07.682669+00:00,Healthcare,medical,316.66,SGD,Singapore,Unknown City,medium,Basic Debit,False,Firefox,web,0,False,5,False,579.0,14883504.61199587,101.0,12.0,968390.6160687383,False
604,TX_b453d36d,2024-10-13 17:29:54.298015+00:00,Entertainment,events,705.06,USD,USA,Los Angeles,large,Platinum Credit,False,Android App,mobile,1,True,17,True,1469.0,116836674.43014051,105.0,12.0,2609235.5146730775,False
605,TX_3b7c0ab8,2024-10-11 15:13:22.444134+00:00,Education,online,218625.85,NGN,Nigeria,Unknown City,medium,Premium Debit,True,Magnetic Stripe,pos,1,False,15,False,54.0,1052850.459302442,42.0,9.0,583428.1033883911,True
606,TX_9cd3663d,2024-10-10 02:51:42.793365+00:00,Travel,hotels,2038.26,NGN,Nigeria,Unknown City,medium,Basic Debit,False,iOS App,mobile,1,True,2,False,306.0,6477568.81397175,95.0,12.0,990600.3444853883,True
607,TX_5486a54a,2024-10-24 03:40:38.858376+00:00,Healthcare,pharmacy,245509.97,NGN,Nigeria,Unknown City,medium,Gold Credit,True,NFC Payment,pos,1,False,3,False,621.0,63238594.022335656,105.0,12.0,2760590.468001205,True
608,TX_6549f58d,2024-10-14 03:38:53.644204+00:00,Grocery,physical,4507.9,BRL,Brazil,Unknown City,medium,Gold Credit,True,Chip Reader,pos,1,False,3,False,699.0,19488463.306100145,104.0,12.0,3191196.7174224327,True
609,TX_548c8021,2024-10-24 02:18:41.952995+00:00,Grocery,online,10749.32,MXN,Mexico,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,1,False,2,False,106.0,2369266.298174202,68.0,11.0,517223.5432804435,True
610,TX_9f3fbfe5,2024-10-13 17:56:54.011687+00:00,Restaurant,casual,16781.39,RUB,Russia,Unknown City,medium,Basic Credit,False,Edge,web,0,False,17,True,354.0,15962590.121723998,99.0,12.0,2458482.143501978,False
611,TX_0893729b,2024-10-18 07:43:08.593060+00:00,Gas,major,1287.93,NGN,Nigeria,Unknown City,medium,Basic Debit,True,Magnetic Stripe,pos,1,False,7,False,207.0,8284012.7655801065,91.0,12.0,999605.3824821948,True
612,TX_c8c0444d,2024-10-22 11:50:50.619674+00:00,Healthcare,pharmacy,160360.19,RUB,Russia,Unknown City,medium,Gold Credit,False,Firefox,web,1,False,11,False,374.0,23860206.794293854,99.0,12.0,1991963.5955986725,True
613,TX_6eea3035,2024-10-06 22:45:54.490354+00:00,Education,supplies,666.38,CAD,Canada,Unknown City,medium,Gold Credit,False,Safari,web,0,False,22,True,251.0,4981410.209008341,93.0,12.0,1496768.215227647,False
614,TX_1023a6d2,2024-10-10 22:31:23.153225+00:00,Travel,hotels,348.39,GBP,UK,Unknown City,medium,Basic Credit,False,Safari,web,0,True,22,False,367.0,11199276.790158361,99.0,12.0,3942390.6548163863,False
615,TX_c5dca4a5,2024-10-21 22:36:04.920093+00:00,Entertainment,events,2995.46,BRL,Brazil,Unknown City,medium,Gold Credit,False,iOS App,mobile,1,True,22,False,181.0,9354918.650732988,84.0,11.0,987147.7975907767,True
616,TX_d903b403,2024-10-13 19:29:54.288228+00:00,Travel,transport,221.45,SGD,Singapore,Unknown City,medium,Premium Debit,True,NFC Payment,pos,1,True,19,True,697.0,16553916.166434724,104.0,12.0,2033437.1146540202,True
617,TX_dc05a564,2024-10-26 14:33:44.866857+00:00,Restaurant,premium,177757.96,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Firefox,web,0,False,14,True,46.0,8193465.057174888,40.0,6.0,657840.0152231929,False
618,TX_9ba026df,2024-10-06 05:47:03.393325+00:00,Gas,local,756.71,USD,USA,Philadelphia,medium,Platinum Credit,False,Chrome,web,1,False,5,True,424.0,91394008.8500633,101.0,12.0,1269535.4593296559,False
619,TX_0b4bb44f,2024-10-26 21:05:23.106544+00:00,Retail,online,658.38,EUR,France,Unknown City,medium,Gold Credit,False,Edge,web,0,False,21,True,7.0,941236.6786867875,6.0,5.0,665187.2643979326,False
620,TX_eb0b0397,2024-10-13 04:00:23.476351+00:00,Healthcare,pharmacy,217.24,RUB,Russia,Unknown City,medium,Basic Debit,False,Safari,web,1,False,4,True,165.0,19163260.121818423,78.0,11.0,991273.0045011044,True
621,TX_ffc0b00c,2024-09-30 18:57:31.106208+00:00,Entertainment,gaming,73594.83,NGN,Nigeria,Unknown City,medium,Basic Debit,False,iOS App,mobile,1,True,18,False,2216.0,50449121.47562424,105.0,12.0,2142184.6550434506,False
622,TX_91792fe8,2024-10-26 04:21:06.393355+00:00,Gas,local,264.6,RUB,Russia,Unknown City,medium,Basic Credit,False,Safari,web,0,False,4,True,165.0,3133533.444016069,79.0,12.0,170999.8424758566,True
623,TX_a2b2341c,2024-10-24 08:53:07.423743+00:00,Education,online,1766.94,AUD,Australia,Unknown City,medium,Platinum Credit,False,Chrome,web,0,False,8,False,156.0,4803655.589383202,74.0,10.0,1219532.6971906198,False
624,TX_12979694,2024-10-28 01:17:52.292254+00:00,Retail,physical,96978.25,RUB,Russia,Unknown City,medium,Gold Credit,False,Android App,mobile,1,False,1,False,42.0,2187444.141611429,32.0,9.0,889333.5379224884,True
625,TX_15bed6e6,2024-10-21 02:35:32.164263+00:00,Grocery,online,336.78,NGN,Nigeria,Unknown City,medium,Basic Debit,True,Chip Reader,pos,1,False,2,False,535.0,10425213.237051025,104.0,12.0,1589748.9014802985,True
626,TX_7b11e27a,2024-10-17 10:30:03.824286+00:00,Entertainment,gaming,560.54,USD,USA,Phoenix,medium,Gold Credit,False,Android App,mobile,0,True,10,False,572.0,13527001.40508234,104.0,12.0,1159740.6063747257,False
627,TX_bb42528b,2024-10-07 22:25:37.589464+00:00,Education,online,163604.67,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Android App,mobile,0,False,22,False,586.0,92692566.37711824,104.0,12.0,3695637.4570262306,False
628,TX_f68d74b5,2024-10-22 16:18:23.355423+00:00,Entertainment,streaming,58.56,USD,USA,Los Angeles,large,Premium Debit,False,Safari,web,1,True,16,False,105.0,17678143.15175454,63.0,10.0,1838461.8817206954,False
629,TX_da2f5554,2024-10-16 23:48:13.756968+00:00,Grocery,physical,27056.16,RUB,Russia,Unknown City,medium,Gold Credit,False,Android App,mobile,1,False,23,False,169.0,3856468.213453608,83.0,12.0,934714.9723004621,True
630,TX_5341bf44,2024-10-22 19:12:44.770006+00:00,Entertainment,gaming,244.51,EUR,Germany,Unknown City,medium,Premium Debit,False,Edge,web,0,True,19,False,238.0,6932064.466384994,89.0,12.0,932459.466108871,False
631,TX_997a2dba,2024-10-14 22:02:26.443928+00:00,Travel,hotels,205110.46,NGN,Nigeria,Unknown City,medium,Premium Debit,False,iOS App,mobile,0,True,22,False,638.0,82489932.98234041,105.0,12.0,1206119.1128596838,False
632,TX_b0c5e95c,2024-10-27 10:14:40.725968+00:00,Gas,local,8246.42,BRL,Brazil,Unknown City,medium,Premium Debit,True,NFC Payment,pos,0,False,10,True,138.0,4847284.261689316,72.0,11.0,853608.3319544038,True
633,TX_6eeb0295,2024-10-02 17:14:46.318857+00:00,Entertainment,events,9201.42,MXN,Mexico,Unknown City,medium,Basic Credit,False,Safari,web,0,True,17,False,217.0,6486664.546891454,95.0,12.0,960084.8811153724,False
634,TX_7bef1ca7,2024-10-29 02:44:03.086443+00:00,Retail,physical,61137.29,JPY,Japan,Unknown City,medium,Platinum Credit,False,iOS App,mobile,0,False,2,False,43.0,5295827.102461467,34.0,11.0,666417.7094534663,False
635,TX_2edb23c9,2024-10-06 18:35:34.444787+00:00,Travel,transport,396.49,EUR,Germany,Unknown City,medium,Premium Debit,False,Safari,web,0,True,18,True,1353.0,39240004.77628652,105.0,12.0,4088820.746558413,False
636,TX_6bcada0f,2024-09-30 01:14:41.508182+00:00,Healthcare,pharmacy,1306.03,CAD,Canada,Unknown City,medium,Basic Debit,False,Android App,mobile,1,False,1,False,1379.0,35170848.82882895,105.0,12.0,1696696.4558484752,True
637,TX_0542d2b1,2024-10-19 20:41:54.425319+00:00,Restaurant,fast_food,1057.5,MXN,Mexico,Unknown City,medium,Basic Credit,False,Edge,web,1,False,20,True,274.0,11003602.876600465,98.0,12.0,2643714.7691715853,True
638,TX_492be191,2024-10-14 23:47:57.232379+00:00,Grocery,physical,50387.42,RUB,Russia,Unknown City,medium,Basic Credit,True,NFC Payment,pos,1,False,23,False,705.0,17155877.72030305,105.0,12.0,1670457.5082692832,True
639,TX_ff2852b0,2024-10-05 05:26:21.973727+00:00,Healthcare,medical,816538.47,NGN,Nigeria,Unknown City,medium,Platinum Credit,False,Edge,web,0,False,5,True,1080.0,439823302.62376934,105.0,12.0,2865666.244010184,False
640,TX_7d9debc4,2024-10-30 06:48:51.220440+00:00,Restaurant,casual,96439.33,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Android App,mobile,0,False,6,False,25.0,4880662.033349055,23.0,7.0,1468359.2869394044,False
641,TX_3ccb062d,2024-10-17 08:11:27.531311+00:00,Healthcare,medical,197394.09,JPY,Japan,Unknown City,medium,Platinum Credit,False,Edge,web,0,False,8,False,70.0,9859819.28568063,45.0,6.0,2047257.3428198826,False
642,TX_183b614b,2024-10-03 17:32:57.037899+00:00,Travel,booking,131801.51,RUB,Russia,Unknown City,medium,Basic Debit,False,Chrome,web,1,True,17,False,962.0,80436051.5113784,104.0,12.0,1152847.550649709,True
643,TX_f1f22124,2024-10-17 07:59:20.607845+00:00,Grocery,online,614.75,EUR,France,Unknown City,medium,Platinum Credit,False,iOS App,mobile,0,False,7,False,79.0,3410003.9944261853,50.0,10.0,808389.2264406448,False
644,TX_309905c5,2024-10-28 17:23:19.706469+00:00,Restaurant,premium,17.86,MXN,Mexico,Unknown City,medium,Gold Credit,False,Safari,web,1,False,17,False,65.0,858111.609949216,53.0,9.0,522043.7698877712,True
645,TX_73299555,2024-10-03 13:21:38.631277+00:00,Gas,local,852353.13,NGN,Nigeria,Unknown City,medium,Premium Debit,True,NFC Payment,pos,1,False,13,False,996.0,31422369.200987276,105.0,12.0,4354755.557036457,True
646,TX_c4c4fb37,2024-10-20 10:17:08.045113+00:00,Grocery,physical,167.05,USD,USA,San Jose,medium,Premium Debit,False,Edge,web,0,False,10,True,499.0,16842921.359491657,104.0,12.0,3762876.6001144424,False
647,TX_88c1af48,2024-10-27 11:34:35.024324+00:00,Restaurant,casual,170699.78,NGN,Nigeria,Unknown City,medium,Gold Credit,True,NFC Payment,pos,1,False,11,True,28.0,329275.53774957836,22.0,6.0,170699.7815649913,True
648,TX_6de30252,2024-10-13 05:23:09.092223+00:00,Grocery,online,306.54,CAD,Canada,Unknown City,medium,Basic Debit,False,Android App,mobile,0,False,5,True,528.0,9366285.341226723,104.0,12.0,1265170.079601755,False
649,TX_0c8f2593,2024-10-04 03:28:24.033692+00:00,Restaurant,casual,13559.3,RUB,Russia,Unknown City,medium,Basic Credit,False,Chrome,web,1,False,3,False,1065.0,27228531.069527905,105.0,12.0,1714032.6199633232,True
650,TX_6fecb81d,2024-10-11 16:06:45.288588+00:00,Grocery,online,1101.01,CAD,Canada,Unknown City,medium,Platinum Credit,False,Chrome,web,0,False,16,False,920.0,31326353.40469493,104.0,12.0,3306677.2581505403,False
651,TX_d782534b,2024-10-13 19:26:01.827175+00:00,Education,online,445281.73,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Chrome,web,1,False,19,True,836.0,24832376.50988667,105.0,12.0,999605.3824821948,True
652,TX_ec397a6c,2024-10-03 15:28:30.982639+00:00,Education,online,186.84,EUR,France,Unknown City,medium,Basic Debit,False,Firefox,web,0,False,15,False,1416.0,45807000.62061133,105.0,12.0,2770765.1317298585,False
653,TX_56f1997c,2024-10-14 12:47:48.881637+00:00,Travel,airlines,6625.14,EUR,Germany,Unknown City,medium,Premium Debit,True,NFC Payment,pos,1,True,12,False,746.0,216732676.900841,105.0,12.0,5922605.845449113,True
654,TX_8dea3552,2024-10-06 13:42:58.452803+00:00,Gas,major,123449.35,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Android App,mobile,0,False,13,True,604.0,82395195.11708629,103.0,12.0,3593329.7917637494,False
655,TX_d47eed42,2024-10-12 04:10:40.741165+00:00,Gas,local,2743.85,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Firefox,web,1,False,4,True,648.0,22016407.56797955,103.0,12.0,1457058.377845531,True
656,TX_316d6837,2024-10-27 19:51:32.367931+00:00,Travel,hotels,992.86,SGD,Singapore,Unknown City,medium,Premium Debit,False,Firefox,web,0,True,19,True,39.0,72274.5313250763,34.0,7.0,25297.36890723463,False
657,TX_e2dbcee2,2024-10-01 11:23:56.017430+00:00,Travel,transport,4.09,EUR,Germany,Unknown City,medium,Gold Credit,False,Edge,web,0,True,11,False,8.0,166436.1477878284,8.0,4.0,161187.01950789726,True
658,TX_0b6e330b,2024-10-09 08:48:02.249339+00:00,Education,supplies,30987.32,MXN,Mexico,Unknown City,medium,Gold Credit,True,NFC Payment,pos,1,False,8,False,359.0,10880838.785504173,98.0,12.0,3313171.409481631,True
659,TX_ccc526ac,2024-10-24 07:21:26.404273+00:00,Grocery,physical,824.9,CAD,Canada,Unknown City,medium,Gold Credit,False,Firefox,web,0,False,7,False,49.0,2016710.9656401768,39.0,9.0,801677.9420119605,False
660,TX_2b22b48a,2024-10-28 06:35:04.723732+00:00,Healthcare,pharmacy,235.78,RUB,Russia,Unknown City,medium,Gold Credit,False,Chrome,web,1,False,6,False,5.0,78382.45062880551,5.0,3.0,36300.261308322224,True
661,TX_bc1c23ab,2024-10-16 01:35:18.192042+00:00,Healthcare,pharmacy,3231.61,AUD,Australia,Unknown City,medium,Basic Debit,False,Firefox,web,1,False,1,False,605.0,16144671.31815685,103.0,12.0,1615649.7332394237,True
662,TX_c8732e62,2024-10-26 08:51:50.148233+00:00,Restaurant,casual,2765.8,MXN,Mexico,Unknown City,medium,Basic Credit,False,Chrome,web,1,False,8,True,111.0,1049575.2518278405,62.0,11.0,331614.9871062872,True
663,TX_d576db25,2024-10-23 22:47:52.290516+00:00,Retail,online,1034.33,CAD,Canada,Unknown City,medium,Platinum Credit,False,Android App,mobile,1,False,22,False,19.0,295925.7462697682,19.0,6.0,214138.57238478473,False
664,TX_48781cbe,2024-10-28 04:34:52.012635+00:00,Travel,booking,7.46,BRL,Brazil,Unknown City,medium,Gold Credit,False,Edge,web,1,True,4,False,134.0,4571651.621179399,72.0,8.0,1331994.9979273945,True
665,TX_3041e1f8,2024-10-14 07:05:48.614049+00:00,Travel,transport,4103.09,MXN,Mexico,Unknown City,medium,Gold Credit,False,Chrome,web,1,True,7,False,419.0,20527894.49464791,100.0,12.0,1037757.1719037395,False
666,TX_b1df3f7b,2024-10-02 17:21:32.564341+00:00,Restaurant,casual,143.02,SGD,Singapore,Unknown City,medium,Platinum Credit,False,iOS App,mobile,1,False,17,False,1535.0,66098017.669419624,105.0,12.0,4031850.673361848,True
667,TX_a8d65b3b,2024-10-19 06:12:28.089048+00:00,Education,online,138397.75,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Android App,mobile,0,False,6,True,253.0,26600170.239655893,95.0,12.0,993966.354948549,False
668,TX_4bb3b41d,2024-10-05 02:10:34.571309+00:00,Retail,online,179.5,RUB,Russia,Unknown City,medium,Gold Credit,False,Edge,web,1,False,2,True,379.0,11280600.261573471,98.0,12.0,1944685.4093836774,True
669,TX_bfad20a7,2024-10-05 09:30:29.149355+00:00,Gas,local,478.21,CAD,Canada,Unknown City,medium,Basic Credit,False,Android App,mobile,0,False,9,True,1282.0,31289468.28239039,105.0,12.0,3389663.6560506364,False
670,TX_2c108471,2024-10-27 18:03:10.464263+00:00,Gas,major,665.52,AUD,Australia,Unknown City,medium,Gold Credit,False,iOS App,mobile,0,False,18,True,147.0,6477036.521240752,71.0,10.0,953773.7594241715,False
671,TX_60f67092,2024-10-06 01:03:03.768776+00:00,Travel,airlines,924.66,GBP,UK,Unknown City,medium,Gold Credit,False,Android App,mobile,0,True,1,True,1292.0,37724898.0110254,105.0,12.0,1199471.4199794182,False
672,TX_b56890d6,2024-10-21 03:15:27.443443+00:00,Retail,physical,14735.57,JPY,Japan,Unknown City,medium,Basic Credit,False,Chrome,web,1,False,3,False,141.0,3815886.1692268495,76.0,11.0,648929.2592180384,False
673,TX_ea0aa42f,2024-10-03 20:04:47.705830+00:00,Grocery,online,550.55,AUD,Australia,Unknown City,medium,Platinum Credit,False,Safari,web,0,False,20,False,89.0,1573017.6710445124,54.0,10.0,369434.851422145,False
674,TX_7ffdb616,2024-10-16 01:41:19.123503+00:00,Education,online,205418.95,JPY,Japan,Unknown City,medium,Gold Credit,True,Magnetic Stripe,pos,1,False,1,False,234.0,6035726.593018621,89.0,12.0,1020845.4431579774,True
675,TX_7b00a46b,2024-10-01 08:40:29.684089+00:00,Travel,booking,2465.65,USD,USA,San Antonio,medium,Premium Debit,False,Edge,web,0,True,8,False,344.0,8463506.12444813,96.0,12.0,2030447.6733305622,False
676,TX_5cf1144a,2024-10-02 13:44:24.486495+00:00,Restaurant,casual,3268.05,MXN,Mexico,Unknown City,medium,Premium Debit,False,Android App,mobile,0,False,13,False,1081.0,35776328.20358824,105.0,12.0,2015368.0636780784,False
677,TX_d971d1c6,2024-10-06 14:40:55.816804+00:00,Retail,physical,24094.51,MXN,Mexico,Unknown City,medium,Basic Debit,False,iOS App,mobile,1,False,14,True,1438.0,46624982.94990141,105.0,12.0,878273.5957386148,True
678,TX_26adc5e3,2024-10-05 13:08:07.753092+00:00,Grocery,online,31680.31,RUB,Russia,Unknown City,medium,Gold Credit,False,Android App,mobile,0,False,13,True,665.0,33296435.711603183,103.0,12.0,2464456.255222517,False
679,TX_adec0be8,2024-10-30 01:28:59.289001+00:00,Education,online,26.33,MXN,Mexico,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,1,False,1,False,51.0,3381801.4053999702,41.0,11.0,2970623.379183125,True
680,TX_af53c161,2024-10-26 07:46:21.114132+00:00,Gas,major,485.65,USD,USA,Houston,large,Premium Debit,False,Chrome,web,0,False,7,True,104.0,3093553.9710118975,59.0,12.0,656390.0472394396,False
681,TX_916bb0f4,2024-10-17 13:19:42.756414+00:00,Retail,online,519.65,GBP,UK,Unknown City,medium,Basic Debit,False,Android App,mobile,0,False,13,False,469.0,6594488.463242281,103.0,12.0,906429.168080312,False
682,TX_20e02acc,2024-10-19 09:23:47.645964+00:00,Travel,airlines,2413.05,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Android App,mobile,0,True,9,True,368.0,14761313.521691835,98.0,12.0,3970469.4772953563,False
683,TX_2e599d52,2024-10-12 05:06:34.838305+00:00,Healthcare,pharmacy,7393.99,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Chrome,web,1,False,5,True,683.0,20627297.372620232,103.0,12.0,2075431.6175851969,True
684,TX_fe97e47d,2024-10-11 11:24:39.424741+00:00,Education,supplies,280.85,EUR,Germany,Unknown City,medium,Basic Debit,False,iOS App,mobile,0,False,11,False,298.0,5458846.592604412,96.0,10.0,2499640.85579726,False
685,TX_46c9079f,2024-10-22 09:30:26.232842+00:00,Healthcare,medical,522.75,GBP,UK,Unknown City,medium,Platinum Credit,False,Chrome,web,0,False,9,False,164.0,5212753.903841231,80.0,12.0,1517303.5624739276,False
686,TX_80c5ea1a,2024-10-10 21:55:19.971071+00:00,Healthcare,medical,2628.67,BRL,Brazil,Unknown City,medium,Gold Credit,False,Firefox,web,0,False,21,False,678.0,25882851.104771722,104.0,12.0,2647617.686294218,False
687,TX_2732e91a,2024-10-26 17:20:58.832370+00:00,Travel,transport,74.24,EUR,France,Unknown City,medium,Basic Credit,False,Firefox,web,0,True,17,True,70.0,875601.6528222931,48.0,11.0,449631.52139276493,False
688,TX_ddc8a737,2024-10-14 18:19:23.850217+00:00,Healthcare,medical,2631.6,SGD,Singapore,Unknown City,medium,Platinum Credit,False,Firefox,web,0,False,18,False,93.0,2430685.667412141,61.0,12.0,459864.1107655924,False
689,TX_b2314321,2024-10-24 21:08:34.102396+00:00,Gas,local,78.02,GBP,UK,Unknown City,medium,Basic Debit,False,Edge,web,0,False,21,False,311.0,6781022.546890168,92.0,12.0,1539731.9761526606,False
690,TX_4252d278,2024-10-18 12:42:52.348263+00:00,Gas,local,1389.09,BRL,Brazil,Unknown City,medium,Basic Credit,False,Chrome,web,0,False,12,False,17.0,5196547.691092581,14.0,7.0,4939047.769437889,False
691,TX_aaeefc31,2024-10-26 16:43:41.325108+00:00,Education,online,22.67,BRL,Brazil,Unknown City,medium,Premium Debit,True,Chip Reader,pos,1,False,16,True,215.0,8719274.35845799,87.0,12.0,722915.0279651578,True
692,TX_5fa61944,2024-10-27 18:24:13.818213+00:00,Retail,online,49896.39,MXN,Mexico,Unknown City,medium,Gold Credit,False,Android App,mobile,1,False,18,True,40.0,385923.0727877179,28.0,6.0,270733.8873996204,True
693,TX_529de35c,2024-10-24 08:22:18.538722+00:00,Gas,local,2393.36,BRL,Brazil,Unknown City,medium,Gold Credit,False,Android App,mobile,0,False,8,False,30.0,1118364.2489347712,26.0,7.0,683809.6574362504,False
694,TX_28dcece2,2024-10-02 07:50:17.137006+00:00,Education,supplies,974.1,USD,USA,Los Angeles,large,Premium Debit,True,Magnetic Stripe,pos,1,False,7,False,387.0,16758356.403033812,100.0,12.0,3677707.7759433826,True
695,TX_8cbe3c5d,2024-10-01 00:43:40.902296+00:00,Grocery,online,114501.1,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Firefox,web,0,False,0,False,1149.0,159007538.73255908,105.0,12.0,4630059.57732316,False
696,TX_31cee03a,2024-10-13 15:57:25.885546+00:00,Entertainment,gaming,914.16,BRL,Brazil,Unknown City,medium,Basic Credit,False,Firefox,web,0,True,15,True,878.0,20095698.904679567,105.0,12.0,1625226.6039871266,False
697,TX_8f281fa4,2024-10-18 13:45:19.349465+00:00,Education,supplies,36065.7,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Android App,mobile,0,False,13,False,59.0,1641186.2302288658,42.0,12.0,169614.04646152604,False
698,TX_11c4a576,2024-10-17 02:30:53.010656+00:00,Restaurant,fast_food,17467.8,NGN,Nigeria,Unknown City,medium,Premium Debit,True,Chip Reader,pos,1,False,2,False,479.0,27118692.991375446,102.0,12.0,1884375.3603702905,True
699,TX_a502294b,2024-10-30 03:52:35.416756+00:00,Education,supplies,48067.93,MXN,Mexico,Unknown City,medium,Premium Debit,False,Android App,mobile,1,False,3,False,48.0,274315.98545235005,39.0,10.0,49136.75034164513,True
700,TX_cd76c929,2024-10-19 18:29:52.460518+00:00,Healthcare,pharmacy,1444.5,EUR,Germany,Unknown City,medium,Platinum Credit,False,Android App,mobile,1,False,18,True,444.0,12310786.219103817,100.0,12.0,2312325.7389810802,True
701,TX_f8b4fa35,2024-10-09 14:32:13.766451+00:00,Grocery,physical,219.31,EUR,France,Unknown City,medium,Basic Debit,False,Firefox,web,0,False,14,False,341.0,9200948.182241306,97.0,12.0,1666066.6024124692,False
702,TX_baed0261,2024-10-04 18:29:14.128204+00:00,Grocery,online,3085.01,BRL,Brazil,Unknown City,medium,Gold Credit,False,Safari,web,0,False,18,False,839.0,31408404.440865733,105.0,12.0,4927230.381572588,False
703,TX_661dd11f,2024-10-04 15:38:10.810318+00:00,Travel,transport,1167.26,BRL,Brazil,Unknown City,medium,Basic Debit,True,Magnetic Stripe,pos,1,True,15,False,29.0,431622.0560228093,26.0,6.0,148102.00854372192,True
704,TX_96a012bc,2024-10-18 10:52:56.600171+00:00,Restaurant,premium,1393.23,BRL,Brazil,Unknown City,medium,Basic Debit,False,Firefox,web,0,False,10,False,387.0,7175415.822489238,101.0,12.0,1941577.0428718373,False
705,TX_c25aa01d,2024-10-24 11:26:39.827621+00:00,Grocery,physical,1408.27,BRL,Brazil,Unknown City,medium,Basic Debit,False,Safari,web,1,False,11,False,75.0,7745180.439126713,51.0,9.0,1227928.5182415207,False
706,TX_be5d9fbc,2024-10-19 12:54:53.510389+00:00,Retail,online,237.34,CAD,Canada,Unknown City,medium,Basic Debit,False,Firefox,web,0,False,12,True,225.0,4834579.043654478,87.0,12.0,1635910.7744137153,False
707,TX_f74a71b0,2024-10-24 16:51:17.543342+00:00,Retail,online,245.76,SGD,Singapore,Unknown City,medium,Basic Credit,False,Edge,web,0,False,16,False,304.0,10104059.683723792,95.0,12.0,1003687.780359108,False
708,TX_d05fed13,2024-10-03 11:13:52.602483+00:00,Grocery,physical,83221.16,RUB,Russia,Unknown City,medium,Premium Debit,True,Chip Reader,pos,1,False,11,False,300.0,20673624.028526843,95.0,12.0,2035099.6207376,True
709,TX_062a424a,2024-10-02 19:03:03.153242+00:00,Healthcare,pharmacy,9924.97,MXN,Mexico,Unknown City,medium,Gold Credit,False,iOS App,mobile,1,False,19,False,749.0,35606531.780007325,104.0,12.0,4731479.772437552,False
710,TX_46ceeb08,2024-10-24 11:31:37.521923+00:00,Restaurant,premium,1007522.96,NGN,Nigeria,Unknown City,medium,Basic Debit,True,Magnetic Stripe,pos,1,False,11,False,89.0,3744782.08419907,57.0,10.0,1007522.9570765322,True
711,TX_02b8ab81,2024-10-24 12:33:13.290629+00:00,Education,supplies,339.18,CAD,Canada,Unknown City,medium,Basic Debit,False,Safari,web,0,False,12,False,197.0,5665948.2114691045,84.0,12.0,1798892.602399113,False
712,TX_9a5d62a5,2024-10-27 01:34:36.258005+00:00,Entertainment,gaming,88.23,MXN,Mexico,Unknown City,medium,Basic Credit,False,Android App,mobile,1,True,1,True,181.0,6424835.499535031,81.0,11.0,911506.8989631643,True
713,TX_18802364,2024-10-06 15:55:41.388191+00:00,Gas,major,108087.22,NGN,Nigeria,Unknown City,medium,Basic Credit,False,Android App,mobile,0,False,15,True,208.0,26917070.676069677,85.0,10.0,1193332.0976856302,False
714,TX_c0d2f406,2024-10-27 08:57:09.580052+00:00,Healthcare,pharmacy,56462.52,JPY,Japan,Unknown City,medium,Gold Credit,False,Firefox,web,0,False,8,True,98.0,7175212.090356853,66.0,9.0,1971570.736706279,False
715,TX_30a20ac8,2024-10-16 03:17:03.912227+00:00,Travel,transport,2353.22,MXN,Mexico,Unknown City,medium,Basic Credit,False,Chrome,web,0,True,3,False,640.0,22503093.81239777,102.0,12.0,2822868.1128379502,False
716,TX_1311c406,2024-10-05 19:40:48.149127+00:00,Healthcare,pharmacy,561.21,USD,USA,San Jose,medium,Platinum Credit,False,Firefox,web,0,False,19,True,2100.0,63117281.3834157,105.0,12.0,4915190.57555851,False
717,TX_06dd5a1c,2024-10-05 16:01:55.651694+00:00,Gas,major,370.7,EUR,Germany,Unknown City,medium,Gold Credit,False,Android App,mobile,0,False,16,True,1290.0,26411965.19616345,105.0,12.0,1767762.046925026,False
718,TX_2ccc6874,2024-10-17 09:53:47.507330+00:00,Restaurant,casual,1678.72,BRL,Brazil,Unknown City,medium,Basic Debit,False,Edge,web,1,False,9,False,86.0,3853063.4001768143,58.0,9.0,1003313.6905081293,True
719,TX_b4886e54,2024-10-23 12:29:14.844391+00:00,Grocery,online,4182.68,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Android App,mobile,1,False,12,False,36.0,684347.8253411235,28.0,6.0,525213.9815704189,True
720,TX_e9f3fac9,2024-10-13 07:24:32.553525+00:00,Retail,online,44707.45,JPY,Japan,Unknown City,medium,Basic Debit,False,Safari,web,0,False,7,True,891.0,35938948.271695726,105.0,12.0,1553554.6247923155,False
